Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
 1998  8  2  0 38  7 528      -2.58      -4.07       4.55    -414.81       1.68     -12.67      12.89     12693.54
 1998  8  2  0 39  5 935      -3.12      -4.08       4.25    -415.11       1.89     -13.61      13.51     11465.76
 1998  8  2  0 40 11 924      -2.48      -4.33       4.39    -413.99       0.69     -13.98      12.63     13869.01
 1998  8  2  0 41 24 475      -2.04      -4.89       4.00    -411.68      -1.01     -14.64      14.76     10542.38
 1998  8  2  0 42 38 674      -1.76      -4.72       4.02    -409.09       1.30     -15.06      13.94     12217.06
 1998  8  2  0 43 37 538      -2.09      -5.16       2.95    -409.29       3.67     -12.61      16.46     12551.13
 1998  8  2  0 44 23 168      -3.80      -4.45       2.30    -411.92      -0.11     -14.49      14.86     15393.69
 1998  8  2  0 45 21 916      -2.67      -4.54       3.55    -412.15       0.71     -17.08      16.05     13030.15
 1998  8  2  0 46 20 850      -2.71      -4.56       3.31    -412.34      -0.73     -17.82      16.09     12291.99
 1998  8  2  0 47 19 357      -2.32      -4.29       4.35    -412.62      -2.85     -18.13      15.76     12096.43
 1998  8  2  0 48 13 408      -2.21      -3.81       4.54    -413.72      -2.76     -18.94      14.69     14536.20
 1998  8  2  0 49 15 532      -2.92      -4.58       3.50    -413.32       0.12     -18.21      14.22     12718.23
 1998  8  2  0 50 28 676      -3.58      -4.97       2.49    -410.91       3.75     -17.88      13.68     11600.67
 1998  8  2  0 51 34 849      -3.44      -4.91       2.65    -409.78       5.37     -17.91      14.18     11784.47
 1998  8  2  0 52 32 436      -3.35      -4.86       2.93    -410.22       4.55     -17.89      14.60     11359.72
 1998  8  2  0 53 31 514      -3.46      -4.24       3.70    -410.39       3.02     -19.65      13.10     11854.42
 1998  8  2  0 54 28 758      -3.25      -4.81       3.05    -410.89       2.44     -20.89      13.23     11146.27
 1998  8  2  0 55 33  24      -3.20      -4.74       3.23    -410.11       3.67     -19.00      14.87     12544.51
 1998  8  2  0 56 32  85      -3.34      -4.67       3.21    -410.29       4.46     -20.77      15.95     10952.01
 1998  8  2  0 57 37  58      -3.23      -4.67       3.35    -409.38       4.19     -21.32      13.90     12469.26
 1998  8  2  0 58 34 151      -3.21      -4.60       3.38    -409.91       4.66     -19.62      15.63     10864.19
 1998  8  2  0 59 37 118      -3.28      -4.53       3.39    -409.37       3.08     -19.43      14.46     12468.83
 1998  8  2  1  0 38 597      -3.31      -4.44       3.49    -409.10       3.05     -20.08      15.51     11586.23
 1998  8  2  1  1 40 161      -3.23      -4.52       3.40    -408.82       3.41     -19.64      14.56     13932.23
 1998  8  2  1  2 39 464      -3.18      -4.28       3.60    -408.94       4.71     -17.56      15.75     11867.05
 1998  8  2  1  3 37 918      -3.25      -4.16       3.43    -409.23       3.86     -17.37      15.48     12259.29
 1998  8  2  1  4 36 259      -2.93      -4.75       3.07    -409.53       2.22     -17.93      14.54     13838.74
 1998  8  2  1  5 38 448      -3.38      -4.37       3.31    -409.13      -1.21     -19.60      15.73     13132.72
 1998  8  2  1  6 40  11      -3.76      -4.00       3.36    -408.85      -1.98     -21.29      16.38     13351.33
 1998  8  2  1  7 35 614      -3.30      -3.99       3.41    -409.64      -1.67     -21.87      17.74     13373.55
 1998  8  2  1  8 35 598      -3.32      -4.37       3.34    -409.65      -2.60     -21.22      18.05     11922.15
 1998  8  2  1  9 39 321      -3.56      -3.84       3.56    -408.97      -2.81     -20.59      16.12     11579.64
 1998  8  2  1 10 32  52      -3.48      -4.06       3.44    -410.29      -3.03     -20.84      17.50     11680.90
 1998  8  2  1 11 32 573      -3.29      -3.99       3.63    -410.20      -1.55     -19.70      15.80     12238.71
 1998  8  2  1 12 31 629      -3.62      -3.90       3.82    -410.37      -2.52     -19.86      15.54     10950.85
